phylum;subphylum;class;order;genus;name;taxID;jgiID 
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium expansum;27334;Penex1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium expansum;27334;Penexp1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium fellutanum;70095;Penfe1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium flavigenum;254877;Penfla1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium glabrum;69773;Pengl1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium griseofulvum;5078;Pengri1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium italicum;40296;Penita1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium janthinellum ATCC 10455;1397297;Penja1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium lanosocoeruleum ATCC 48919;1346256;Penla1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium nalgiovense FM193;1439352;Pennal1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium nordicum;229535;Pennord1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium oxalicum 114-2;933388;Penox1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium polonicum;60169;Penpol1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium raistrickii ATCC 10490;1392252;Penra1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium solitum;60172;Pensol1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium solitum;60172;Pensoli1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium steckii;303698;Penste1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium subrubescens;1316194;Pensub1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium sp. 182_6C1;2136024;Penswi1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium thymicola;293382;Penth1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium vulpinum;29845;Penvul1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Periconia;Periconia macrospinosa;97972;Perma1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Pestalotiopsis;Pestalotiopsis sp. NC0098;1907218;Pestal1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Peterozyma;Peterozyma xylosa;1337056;Petxy1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Peziza;Peziza echinospora;61495;Pezech1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;;Phaeosphaeriaceae;5020;PhaPMI808
Ascomycota;Pezizomycotina;Sordariomycetes;Togniniales;Phaeoacremonium;Phaeoacremonium minimum UCRPA7;1286976;Phaal1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phascolomyces;Phascolomyces articulosus;60185;Phaart1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Phanerochaete;Phanerochaete carnosa;231932;Phaca1
Ascomycota;Pezizomycotina;Eurotiomycetes;Phaeomoniellales;Phaeomoniella;Phaeomoniella chlamydospora;158046;Phach1
Ascomycota;Pezizomycotina;Sordariomycetes;Togniniales;Phaeoacremonium;Phaeoacremonium sp. FL0889;1884258;PhaeoFL0889_1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Phakopsora;Phakopsora pachyrhizi;170000;Phapa1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Phaeosolenia;Phaeosolenia platensis;269161;Phapla1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Phaeosphaeria;Phaeosphaeria poagena;1508275;Phapo1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Phanerochaete;Phanerochaete chrysosporium;5306;Phchr2
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta citribraziliensis;989973;Phcit1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta citrichinaensis;1130410;Phcitr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Phellinidium;Phellinidium ferrugineofuscum;167367;Phefer1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Phellinus;Phellinus igniarius;40472;Pheign1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Phellopilus;Phellopilus nigrolimitatus;127956;Pheni1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Phialophora;Phialophora attae;1664694;Phiatt1
Ascomycota;Pezizomycotina;Leotiomycetes;;;Leotiomycetes sp.;1709938;Phimu1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Phialocephala;Phialocephala scopiformis;149040;Phisc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Phlebia;Phlebia brevispora HHB-7030 SS6;747484;Phlbr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Phlebia;Phlebia centrifuga;98765;Phlcen1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Phlebiopsis;Phlebiopsis gigantea 11061_1 CR5-6;745531;Phlgi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Phlebia;Phlebia radiata;5308;Phlrad1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Flammula;Flammula alnicola;109635;Phoaln1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pholiota;Pholiota conissans;109636;Phocon1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pholiota;Pholiota molesta;2066989;Phohig1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Ectophoma;Ectophoma multirostrata;73003;Phomu1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Plenodomus;Plenodomus tracheiphilus IPT5;1408161;Photr1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta sp. CPC 27169;1907483;Phy27169
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomyces;Phycomyces blakesleeanus;4837;Phybl2
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomyces;Phycomyces blakesleeanus;4837;Phybla1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta capitalensis;121624;Phycap1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta citriasiana;595635;Phycit1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta citricarpa;55181;Phycitr1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Phyllosticta;Phyllosticta sp. CPC 27913;1882840;Phycpc1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pichia;Pichia kudriavzevii;4909;Pickud1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pichia;Pichia membranifaciens;4926;Picme2
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Komagataella;Komagataella phaffii GS115;644223;Picpa1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Scheffersomyces;Scheffersomyces stipitis CBS 6054;322104;Picst3
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Piedraia;Piedraia hortae;147573;Pieho1_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Pilaira;Pilaira anomala;64641;Pilano1
Basidiomycota;Agaricomycotina;Agaricomycetes;Atheliales;Piloderma;Piloderma croceum;80663;Pilcr1
Ascomycota;Pezizomycotina;Sordariomycetes;Diaporthales;Coniella;Coniella lustricola;2025994;Pilidi1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Pilobolus;Pilobolus umbonatus;101123;Pilumb1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Piptoporus;Piptoporus betulinus;40450;Pipbet1_1
Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Piptocephalis;Piptocephalis cylindrospora;1907219;Pipcy3_1
Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Piptocephalis;Piptocephalis tieghemiana;1286916;Piptie1
Chytridiomycota;;Neocallimastigomycetes;Neocallimastigales;Piromyces;Piromyces sp. E2;73868;PirE2_1
Chytridiomycota;;Neocallimastigomycetes;Neocallimastigales;Piromyces;Piromyces finnis;1754191;Pirfi3
Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacinales;Serendipita;Serendipita indica DSM 11827;1109443;Pirin1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Phlebopus;Phlebopus sp. Halling FC_14;2615122;Pis20_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus albus;178870;Pisalb1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus croceorrhizus;2060934;Piscro1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus marmoratus;178871;Pismar1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus microcarpus;178872;Pismi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus sp. B1;2614595;Pismi_AB1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus sp. JGI-2018a;2136032;Pisthe1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus croceorrhizus;2060934;Pisthe227_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Pisolithus;Pisolithus tinctorius;37468;Pisti1
Ascomycota;Pezizomycotina;Dothideomycetes;;Halojulella;Halojulella avicenniae;193131;Pleav1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariales sp. AK1849;1907220;Plecto1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Plectosphaerella;Plectosphaerella cucumerina;40658;Plecu1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Plectosphaerella;Plectosphaerella cucumerina;40658;Plecuc1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Plectosphaerella;Plectosphaerella cucumerina;40658;Plecucu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pleurotus;Pleurotus eryngii;5323;Pleery1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Plectania;Plectania melastoma;1280572;Plemel1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pleurotus;Pleurotus ostreatus PC15;1137138;PleosPC15_2
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pleurotus;Pleurotus ostreatus;5322;PleosPC9_1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Pleomassaria;Pleomassaria siparia;100044;Plesi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Amylocorticiales;Plicaturopsis;Plicaturopsis crispa FD-325 SS-3;944288;Plicr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pluteus;Pluteus cervinus;181527;Plucer1
Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidales;Pneumocystis;Pneumocystis jirovecii;42068;Pneji1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomyces;Phycomyces nitens;269771;PnitS607_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomyces;Phycomyces nitens;269771;PnitS608_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomyces;Phycomyces nitens;269771;PnitS609_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Pochonia;Pochonia chlamydosporia 170;1380566;Pocchl1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Podospora;Podospora anserina S mat+;515849;Podan3
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Podospora;Podospora appendiculata;314037;Podap1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Podospora;Podospora curvicolla;48157;Podcur1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Podospora;Podospora didyma;330526;Poddi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Polyporus;Polyporus arcularius HHB13444;1314778;Polar1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Polyporus;Polyporus brumalis;139420;Polbr1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Polychaeton;Polychaeton citri;705562;Polci1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Polyplosphaeria;Polyplosphaeria fusca;682080;Polfu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Polyporus;Polyporus squamosus;5640;Polsqu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Porodaedalea;Porodaedalea chrysoloma;74615;Porchr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Trechisporales;Porpomyces;Porpomyces mucidus;156595;Pormuc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Porodaedalea;Porodaedalea niemelaei;175858;Pornie1_2
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Poronia;Poronia punctata;101475;Porpun1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Postia;Postia placenta;104341;Pospl1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Postia;Postia placenta MAD-698-R-SB12;670580;PosplRSB12_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Postia;Postia stiptica;544579;Possti1
Chytridiomycota;;Chytridiomycetes;Spizellomycetales;Powellomyces;Powellomyces hirtus;109895;Powhir1
Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Protomyces;Protomyces inouyei;27332;Proin1
Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Protomyces;Protomyces lactucaedebilis;56484;Prola1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Moesziomyces;Moesziomyces antarcticus T-34;1151754;Psean1_1
Ascomycota;Pezizomycotina;Leotiomycetes;Triblidiales;Pseudographis;Pseudographis elatina;1695903;Pseel1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Pseudozyma;Pseudozyma hubeiensis SY62;1305764;Psehu1
Ascomycota;Pezizomycotina;Dothideomycetes;Acrospermales;Pseudovirgaria;Pseudovirgaria hyperparasitica;470096;Psehy1
Ascomycota;Pezizomycotina;Leotiomycetes;Erysiphales;Pseudoidium;Pseudoidium neolycopersici;1481248;Psene1
Ascomycota;Pezizomycotina;Leotiomycetes;;Pseudogymnoascus;Pseudogymnoascus destructans 20631-21;658429;Pseudest1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Pseudocercospora;Pseudocercospora ulei;1740738;Pseule1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Pseudomassariella;Pseudomassariella vexata;1141098;Pseve2
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Psilocybe;Psilocybe cubensis;181762;Psicub1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Psilocybe;Psilocybe serbica;797126;Psiser1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Pterula;Pterula gracilis;1884261;Ptegra1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia coronata var. avenae;860303;PuccoNC29_1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia coronata var. avenae;860303;PuccoSD80_1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia graminis f. sp. tritici;56615;Pucgr2
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia striiformis f. sp. tritici PST-130;875184;Pucst1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia striiformis f. sp. tritici PST-78;1165861;Pucst_PST78_1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia striiformis f. sp. tritici 104E137A;1238467;Pucstr1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Puccinia;Puccinia triticina 1-1 BBBD Race 1;630390;Puctr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Punctularia;Punctularia strigosozonata HHB-11173 SS5;741275;Punst1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Purpureocillium;Purpureocillium sp. UdeA0106;1323837;Pursp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes cinnabarina;5643;Pycci1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes cinnabarina;5643;Pyccin1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes coccinea;158605;Pycco1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes coccinea;158605;Pycco1662_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes punicea;571087;Pycpun1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes sanguinea;158606;Pycsa1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronema;Pyronema omphalodes CBS 100304;1076935;Pyrco1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Pseudopyrenochaeta;Pseudopyrenochaeta lycopersici;285811;Pyrly1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Pyrenochaeta;Pyrenochaeta sp. DS3sAY3a;765867;Pyrsp1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Pyrenophora;Pyrenophora tritici-repentis;45151;Pyrtr1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Pyrenophora;Pyrenophora teres f. teres 0-1;861557;Pyrtt1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Radulomyces;Radulomyces confluens;264109;Radcon1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Radiomyces;Radiomyces spectabilis;64574;Radspe1
Basidiomycota;Agaricomycotina;Agaricomycetes;Gomphales;Ramaria;Ramaria acris UT-36052-T;1314676;Ramac1
Zoopagomycota;Kickxellomycotina;;Ramicandelaberales;Ramicandelaber;Ramicandelaber brevisporus;304332;Rambr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Resinicium;Resinicium bicolor;98781;Resbic1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Doassansiales;Rhamphospora;Rhamphospora nymphaeae;62645;Rhanym2_1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Rhexocercosporidium;Rhexocercosporidium sp. MPI-PUGE-AT-0058;2042821;Rhesp1
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomus;Glomus cerebriforme;658196;Rhice1_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Rhizopus;Rhizopus microsporus var. chinensis CCTCC M201021;1271458;Rhich1
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Oehlia;Oehlia diaphanum MUCL 43196;1348878;Rhidi1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Pezoloma;Pezoloma ericae;1745343;Rhier1
Chytridiomycota;;Chytridiomycetes;Chytridiales;Rhizoclosmatium;Rhizoclosmatium globosum;329046;Rhihy1
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis;588596;Rhiir2_1
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis;588596;RhiirA1_1
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis;588596;RhiirA4
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis;588596;RhiirA5
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis;588596;RhiirB3
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis;588596;RhiirC2
Ascomycota;Pezizomycotina;Dothideomycetes;Patellariales;Rhizodiscina;Rhizodiscina lignyota;1504668;Rhili1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Rhizopus;Rhizopus microsporus ATCC 52813;1340429;Rhimi1_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Rhizopus;Rhizopus microsporus;58291;Rhimi_ATCC11559_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Rhizopus;Rhizopus microsporus;58291;Rhimi_ATCC52814_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Rhizopus;Rhizopus delemar RA 99-880;246409;Rhior3
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Rhizopogon;Rhizopogon salebrosus;176626;Rhisa1
Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;Rhizoctonia;Rhizoctonia solani AG-1 IB;1108050;Rhiso1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Rhizopogon;Rhizopogon truncatus;98235;Rhitru1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Rhizina;Rhizina undulata;44645;Rhiund1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Rhizopogon;Rhizopogon vesiculosus;180088;Rhives1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Rhizopogon;Rhizopogon vinicolor AM-OR11-026;1314800;Rhivi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Rhizopogon;Rhizopogon vulgaris;36057;Rhivul1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula graminis WP1;578459;Rhoba1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Rhodocollybia;Rhodocollybia butyracea;206335;Rhobu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Rhodocollybia;Rhodocollybia butyracea;206335;Rhobut1_1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula diobovata;5288;Rhodia1_1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Microstromatales;Pseudomicrostroma;Pseudomicrostroma glucosiphilum;1684307;Rhodsp1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula glutinis;5535;Rhoglu1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula glutinis;5535;Rhoglu91_1
Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Cystobasidiales;Cystobasidium;Cystobasidium minutum MCA 4210;1397322;Rhomi1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula mucilaginosa;5537;Rhomuc1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula sp. JG-1b;1305733;Rhosp1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula toruloides NP11;1130832;Rhoto1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula toruloides;5286;Rhoto_ATCC26217_1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula toruloides;5286;Rhoto_IFO0559_1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula toruloides;5286;Rhoto_IFO0880_2
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula toruloides;5286;Rhoto_IFO0880_4
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Rhodotorula;Rhodotorula toruloides;5286;Rhoto_IFO1236_1
Ascomycota;Pezizomycotina;Dothideomycetes;Hysteriales;Rhytidhysteron;Rhytidhysteron rufulum;37885;Rhyru1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Rickenella;Rickenella fibula;264144;Ricfib1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;;Peniophora;40463;Ricme1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Rickenella;Rickenella mellea;50990;Ricmel1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Rigidoporus;Rigidoporus microporus;219653;Rigmic1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Roridomyces;Roridomyces roridus;1738132;Rorror1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Rostrohypoxylon;Rostrohypoxylon terebratum;392036;Roster1
Cryptomycota;;;;Rozella;Rozella allomycis CSF55;988480;Rozal1_1
Cryptomycota;;;;Rozella;Rozella allomycis;281847;Rozal_SC1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula brevipes;98861;Rusbre1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula compacta;40490;Ruscom1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula dissimulans;258981;Rusdis1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula earlei;71964;Rusear1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula emetica;152958;Ruseme1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula ochroleuca;152965;Rusoch1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula aff. rugulosa BPL654;1897646;Rusrug1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;;Russula;5402;Russem1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Russula;Russula vinacea;517384;Rusvin1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Rutstroemia;Rutstroemia firma;1490168;Rutfi1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsis;Saccharomycopsis capsularis;36036;Sacca1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae S288C;559292;Sacce1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae M3707;1149757;SacceM3707_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae M3836;1162671;SacceM3836_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae M3837;1162672;SacceM3837_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae M3838;1162673;SacceM3838_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae M3839;1162674;SacceM3839_1
